booking_id,client_id,booking_date,course_name,course_category,number_of_participants,revenue,payment_date,payment_status
B03270,C0386,2025-09-08,HR Analytics,Human Resources,9,87795,2025-09-29,Overdue
B03271,C0387,2022-12-22,Time Management,Personal Development,14,46284,2023-01-05,Paid
B03272,C0387,2023-01-15,Advanced Excel,Administration,13,43511,2023-01-15,Paid
B03273,C0387,2023-03-05,Problem Solving,Personal Development,15,72240,2023-03-29,Overdue
B03274,C0387,2023-04-14,Compensation & Benefits,Human Resources,15,107610,2023-04-17,Paid
B03275,C0387,2023-05-13,Risk Management,Project Management,13,129714,2023-06-12,Overdue
B03276,C0387,2023-07-01,Generative AI Essentials,AI & Technology,11,108416,2023-07-19,Paid
B03277,C0387,2023-08-10,Prompt Engineering for Professionals,AI & Technology,11,105677,2023-08-26,Paid
B03278,C0387,2023-09-30,Key Account Management,Sales & Marketing,7,60368,2023-10-28,Pending
B03279,C0387,2023-11-03,Budgeting & Forecasting,Finance & Accounting,10,88750,2023-11-21,Paid
B03280,C0387,2023-12-18,Business Writing,Administration,7,38241,2023-12-21,Paid
B03281,C0387,2024-01-12,Finance for Non-Finance,Finance & Accounting,12,77784,2024-01-20,Paid
B03282,C0387,2024-02-19,Conflict Resolution,Communication Skills,8,29192,2024-03-15,Pending
B03283,C0388,2023-10-11,Prince2 Foundation,Project Management,13,109694,2023-10-18,Paid
B03284,C0388,2023-12-07,Digital Transformation,AI & Technology,6,46416,2023-12-10,Paid
B03285,C0388,2024-02-09,Problem Solving,Personal Development,15,66945,2024-02-24,Paid
B03286,C0388,2024-03-26,Strategic Leadership,Leadership & Management,11,77473,2024-04-25,Pending
B03287,C0388,2024-05-21,HR Management Essentials,Human Resources,13,105521,2024-06-06,Paid
B03288,C0388,2024-07-02,Executive Leadership,Leadership & Management,14,137592,2024-07-31,Pending
B03289,C0388,2024-08-10,Prince2 Foundation,Project Management,7,62944,2024-08-11,Paid
B03290,C0388,2024-09-21,Internal Control Systems,Compliance & Quality,6,42732,2024-09-26,Paid
B03291,C0388,2024-10-29,Employee Relations,Human Resources,7,67487,2024-10-29,Paid
B03292,C0388,2024-12-30,Strategic Leadership,Leadership & Management,6,67656,2025-01-11,Paid
B03293,C0388,2025-02-08,Sales Fundamentals,Sales & Marketing,11,61270,2025-02-11,Paid
B03294,C0388,2025-04-09,Team Management Essentials,Leadership & Management,5,55800,2025-05-05,Overdue
B03295,C0388,2025-05-30,Advanced Excel,Administration,11,37378,2025-05-30,Paid
B03296,C0388,2025-07-23,Data Literacy for Leaders,AI & Technology,6,53520,2025-07-29,Paid
B03297,C0388,2025-09-02,Negotiation Skills,Communication Skills,11,63228,2025-09-04,Paid
B03298,C0388,2025-10-24,Financial Analysis,Finance & Accounting,5,42135,2025-11-21,Overdue
B03299,C0389,2024-01-10,ISO 9001 Quality Management,Compliance & Quality,25,196825,2024-01-23,Paid
B03300,C0389,2024-04-25,ISO 9001 Quality Management,Compliance & Quality,14,102298,2024-05-05,Paid
B03301,C0389,2024-08-19,Budgeting & Forecasting,Finance & Accounting,23,177721,2024-09-14,Pending
B03302,C0389,2024-11-15,Team Management Essentials,Leadership & Management,10,73320,2024-12-08,Pending
B03303,C0389,2025-02-27,Sales Fundamentals,Sales & Marketing,22,163636,2025-03-04,Paid
B03304,C0389,2025-06-09,Leadership Excellence Program,Leadership & Management,21,165732,2025-07-09,Overdue
B03305,C0389,2025-09-27,Virtual Team Building,Team Building,22,108306,2025-10-23,Pending
B03306,C0390,2024-09-23,Complaint Handling,Customer Service,9,30384,2024-09-25,Paid
B03307,C0390,2024-11-30,Leadership Excellence Program,Leadership & Management,15,130290,2024-12-29,Overdue
B03308,C0390,2025-01-16,Budgeting & Forecasting,Finance & Accounting,6,43434,2025-02-07,Pending
B03309,C0390,2025-03-16,Financial Analysis,Finance & Accounting,5,50805,2025-04-02,Paid
B03310,C0390,2025-05-14,Internal Audit,Finance & Accounting,6,58602,2025-06-02,Paid
B03311,C0390,2025-07-27,Internal Control Systems,Compliance & Quality,14,109494,2025-08-20,Overdue
B03312,C0390,2025-10-02,Team Management Essentials,Leadership & Management,13,78702,2025-10-13,Paid
B03313,C0391,2022-01-21,Risk Management,Project Management,27,284013,2022-02-13,Overdue
B03314,C0391,2022-04-17,Prince2 Foundation,Project Management,27,297675,2022-05-01,Paid
B03315,C0391,2022-07-19,ISO 9001 Quality Management,Compliance & Quality,15,144390,2022-07-26,Paid
B03316,C0391,2022-10-20,Generative AI Essentials,AI & Technology,28,263480,2022-11-06,Paid
B03317,C0391,2023-01-25,AI for Business Leaders,AI & Technology,35,331205,2023-01-28,Paid
B03318,C0391,2023-04-21,Digital Marketing,Sales & Marketing,31,205344,2023-05-12,Overdue
B03319,C0391,2023-07-19,ISO 9001 Quality Management,Compliance & Quality,34,219470,2023-07-30,Paid
B03320,C0391,2023-10-24,Strategic Leadership,Leadership & Management,26,261742,2023-11-06,Paid
B03321,C0392,2021-03-13,Business Writing,Administration,5,20090,2021-03-13,Paid
B03322,C0392,2021-05-27,Performance Management,Leadership & Management,4,42140,2021-06-24,Overdue
B03323,C0392,2021-07-16,Sales Fundamentals,Sales & Marketing,10,62590,2021-08-02,Paid
B03324,C0392,2021-09-20,HR Management Essentials,Human Resources,8,48480,2021-09-29,Paid
B03325,C0392,2021-11-21,Performance Management,Leadership & Management,10,59890,2021-12-15,Overdue
B03326,C0392,2022-02-05,Project Planning & Execution,Project Management,3,43266,2022-02-19,Paid
B03327,C0392,2022-04-06,Negotiation Skills,Communication Skills,7,39130,2022-04-16,Paid
B03328,C0392,2022-05-24,Agile & Scrum Fundamentals,Project Management,9,107874,2022-06-07,Paid
B03329,C0393,2021-09-28,Generative AI Essentials,AI & Technology,10,65320,2021-10-06,Paid
B03330,C0393,2021-11-25,Performance Management,Leadership & Management,8,65024,2021-12-08,Paid
B03331,C0393,2022-01-24,Finance for Non-Finance,Finance & Accounting,4,31328,2022-01-28,Paid
B03332,C0393,2022-03-06,Time Management,Personal Development,9,39321,2022-03-22,Paid
B03333,C0393,2022-04-27,Prompt Engineering for Professionals,AI & Technology,3,30540,2022-04-28,Paid
B03334,C0393,2022-06-12,Risk & Compliance,Compliance & Quality,6,60006,2022-06-20,Paid
B03335,C0393,2022-07-31,Project Planning & Execution,Project Management,3,44232,2022-08-17,Paid
B03336,C0393,2022-09-25,Presentation Skills,Communication Skills,6,30162,2022-10-10,Paid
B03337,C0393,2022-11-06,Team Management Essentials,Leadership & Management,7,73948,2022-11-30,Pending
B03338,C0393,2023-01-07,Leadership Excellence Program,Leadership & Management,4,32136,2023-02-03,Overdue
B03339,C0393,2023-02-15,Strategic Marketing,Sales & Marketing,2,15818,2023-03-05,Paid
B03340,C0393,2023-03-27,Strategic Leadership,Leadership & Management,2,15038,2023-04-16,Paid
B03341,C0394,2025-05-17,Business Communication,Communication Skills,23,90436,2025-06-16,Pending
B03342,C0394,2025-08-06,Sales Fundamentals,Sales & Marketing,15,74775,2025-09-01,Pending
B03343,C0395,2023-10-11,Finance for Non-Finance,Finance & Accounting,15,88965,2023-10-13,Paid
B03344,C0395,2023-11-27,Strategic Marketing,Sales & Marketing,31,202089,2023-12-27,Pending
B03345,C0395,2024-01-24,Prince2 Foundation,Project Management,23,271216,2024-02-07,Paid
B03346,C0395,2024-03-11,Compensation & Benefits,Human Resources,17,94758,2024-03-24,Paid
B03347,C0395,2024-05-21,Change Management,Leadership & Management,27,262575,2024-06-19,Overdue
B03348,C0395,2024-07-19,Leadership Excellence Program,Leadership & Management,30,192240,2024-07-20,Paid
B03349,C0395,2024-09-18,ISO 9001 Quality Management,Compliance & Quality,26,256490,2024-10-08,Paid
B03350,C0395,2024-11-09,Business Writing,Administration,16,52672,2024-11-12,Paid
B03351,C0395,2025-01-18,Digital Transformation,AI & Technology,26,143806,2025-02-06,Paid
B03352,C0395,2025-03-24,HR Management Essentials,Human Resources,29,237307,2025-04-18,Pending
B03353,C0395,2025-06-02,Internal Control Systems,Compliance & Quality,17,138431,2025-06-07,Paid
B03354,C0395,2025-08-08,Complaint Handling,Customer Service,17,45917,2025-08-31,Overdue
B03355,C0396,2021-12-30,Digital Transformation,AI & Technology,7,56945,2021-12-31,Paid
B03356,C0396,2022-02-27,Team Management Essentials,Leadership & Management,12,77316,2022-03-24,Overdue
B03357,C0397,2024-12-22,HR Analytics,Human Resources,15,81000,2025-01-19,Overdue
B03358,C0397,2025-01-26,Data Literacy for Leaders,AI & Technology,10,103920,2025-02-04,Paid
B03359,C0397,2025-02-15,Employee Relations,Human Resources,15,83835,2025-03-12,Overdue
B03360,C0398,2025-12-01,Performance Appraisal,Human Resources,23,144877,2025-12-05,Paid
B03361,C0399,2022-11-12,Emotional Intelligence,Personal Development,13,39533,2022-11-27,Paid
B03362,C0399,2023-02-06,Talent Acquisition,Human Resources,9,83889,2023-02-23,Paid
B03363,C0399,2023-04-12,Performance Management,Leadership & Management,8,60632,2023-04-13,Paid
B03364,C0399,2023-06-26,HR Analytics,Human Resources,10,52570,2023-06-30,Paid
B03365,C0399,2023-09-22,Presentation Skills,Communication Skills,13,68718,2023-10-11,Paid
B03366,C0399,2023-12-16,Email Writing Mastery,Communication Skills,8,50432,2023-12-21,Paid
B03367,C0399,2024-02-18,Change Management,Leadership & Management,12,96192,2024-02-24,Paid
B03368,C0400,2022-12-09,Risk Management,Project Management,23,241247,2022-12-10,Paid
B03369,C0400,2023-03-08,Email Writing Mastery,Communication Skills,18,87732,2023-03-21,Paid
B03370,C0400,2023-06-13,Team Management Essentials,Leadership & Management,23,208541,2023-06-19,Paid
B03371,C0400,2023-09-22,Prompt Engineering for Professionals,AI & Technology,17,178874,2023-09-30,Paid
B03372,C0400,2023-12-30,Budgeting & Forecasting,Finance & Accounting,16,149344,2024-01-08,Paid
B03373,C0400,2024-03-19,HR Management Essentials,Human Resources,20,157700,2024-03-26,Paid
B03374,C0400,2024-06-10,Conflict Resolution,Communication Skills,19,83353,2024-07-09,Pending
B03375,C0400,2024-09-18,Generative AI Essentials,AI & Technology,11,86108,2024-09-28,Paid
B03376,C0401,2022-12-22,Emotional Intelligence,Personal Development,10,37760,2022-12-24,Paid
B03377,C0401,2023-02-18,Negotiation Skills,Communication Skills,11,38830,2023-02-24,Paid
B03378,C0401,2023-03-27,Digital Transformation,AI & Technology,7,87311,2023-04-22,Pending
B03379,C0401,2023-05-17,Time Management,Personal Development,5,26075,2023-06-15,Overdue
B03380,C0401,2023-06-16,Innovation Workshop,Team Building,10,37720,2023-06-17,Paid
B03381,C0401,2023-07-27,Strategic Marketing,Sales & Marketing,15,100290,2023-08-05,Paid
B03382,C0401,2023-09-05,Team Building Workshop,Team Building,5,33640,2023-09-24,Paid
B03383,C0401,2023-10-18,PMP Certification Prep,Project Management,8,70528,2023-11-17,Pending
B03384,C0402,2024-02-24,Key Account Management,Sales & Marketing,22,100738,2024-03-14,Paid
B03385,C0403,2023-06-14,Office Management,Administration,11,34782,2023-07-05,Pending
B03386,C0403,2023-08-12,Prince2 Foundation,Project Management,15,104460,2023-08-24,Paid
B03387,C0403,2023-09-24,Advanced Excel,Administration,14,59724,2023-10-23,Pending
B03388,C0403,2023-11-19,Internal Audit,Finance & Accounting,9,64629,2023-12-10,Pending
B03389,C0403,2024-01-22,Leadership Excellence Program,Leadership & Management,6,48642,2024-01-27,Paid
B03390,C0403,2024-03-10,Service Quality Management,Customer Service,10,45190,2024-03-21,Paid
B03391,C0404,2025-11-27,Customer Service Excellence,Customer Service,16,45184,2025-12-07,Paid
B03392,C0405,2022-02-06,Risk & Compliance,Compliance & Quality,18,162252,2022-02-26,Paid
B03393,C0405,2022-03-30,Emotional Intelligence,Personal Development,20,53220,2022-04-13,Paid
B03394,C0405,2022-05-17,Financial Analysis,Finance & Accounting,11,98483,2022-05-20,Paid
B03395,C0405,2022-07-10,Leadership Team Offsite,Team Building,24,140424,2022-07-16,Paid
B03396,C0405,2022-08-09,Project Planning & Execution,Project Management,24,262608,2022-08-26,Paid
B03397,C0405,2022-10-02,Executive Leadership,Leadership & Management,21,211197,2022-10-23,Overdue
B03398,C0405,2022-11-24,Problem Solving,Personal Development,10,33520,2022-12-15,Pending
B03399,C0405,2022-12-30,Executive Leadership,Leadership & Management,10,86830,2023-01-08,Paid
B03400,C0405,2023-02-23,Office Management,Administration,16,64528,2023-03-19,Pending
B03401,C0406,2022-09-22,Finance for Non-Finance,Finance & Accounting,7,52724,2022-10-22,Pending
B03402,C0406,2022-11-03,Performance Appraisal,Human Resources,8,49488,2022-11-19,Paid
B03403,C0407,2025-04-14,PMP Certification Prep,Project Management,5,66785,2025-04-24,Paid
B03404,C0407,2025-05-23,Emotional Intelligence,Personal Development,4,20936,2025-06-03,Paid
B03405,C0407,2025-07-01,Presentation Skills,Communication Skills,5,25155,2025-07-22,Overdue
B03406,C0407,2025-08-24,Risk Management,Project Management,2,21920,2025-09-05,Paid
B03407,C0407,2025-10-09,Change Management,Leadership & Management,2,14970,2025-10-22,Paid
B03408,C0407,2025-12-05,Strategic Marketing,Sales & Marketing,2,15276,2025-12-05,Paid
B03409,C0408,2024-04-04,Team Management Essentials,Leadership & Management,8,87384,2024-04-20,Paid
B03410,C0408,2024-06-06,Finance for Non-Finance,Finance & Accounting,15,95955,2024-06-28,Pending
B03411,C0408,2024-08-07,Executive Assistant Excellence,Administration,8,46680,2024-09-03,Overdue
B03412,C0408,2024-10-08,Budgeting & Forecasting,Finance & Accounting,14,113890,2024-11-04,Pending
B03413,C0408,2024-12-06,Strategic Leadership,Leadership & Management,5,51080,2024-12-21,Paid
B03414,C0408,2025-01-25,Sales Fundamentals,Sales & Marketing,11,75790,2025-02-21,Pending
B03415,C0408,2025-02-28,Business Communication,Communication Skills,10,30020,2025-03-06,Paid
B03416,C0408,2025-04-04,Prince2 Foundation,Project Management,15,138330,2025-04-30,Pending
B03417,C0408,2025-05-24,Change Management,Leadership & Management,12,89148,2025-06-05,Paid
B03418,C0408,2025-07-08,Internal Audit,Finance & Accounting,9,68085,2025-08-05,Overdue
B03419,C0408,2025-09-01,HR Management Essentials,Human Resources,9,57897,2025-09-15,Paid
B03420,C0408,2025-10-18,Generative AI Essentials,AI & Technology,9,72045,2025-11-05,Paid
B03421,C0408,2025-12-05,Executive Leadership,Leadership & Management,15,108750,2025-12-26,Pending
B03422,C0409,2023-10-04,PMP Certification Prep,Project Management,3,24372,2023-10-27,Pending
B03423,C0409,2023-11-02,Digital Transformation,AI & Technology,2,23536,2023-11-30,Overdue
B03424,C0410,2022-09-27,Performance Management,Leadership & Management,22,191026,2022-10-11,Paid
B03425,C0410,2022-10-20,Employee Relations,Human Resources,14,101430,2022-11-18,Pending
B03426,C0410,2022-11-05,Financial Analysis,Finance & Accounting,20,174060,2022-11-15,Paid
B03427,C0410,2022-12-11,Leadership Team Offsite,Team Building,24,108600,2023-01-07,Pending
B03428,C0410,2023-01-20,Performance Management,Leadership & Management,15,151215,2023-02-12,Overdue
B03429,C0410,2023-03-07,Budgeting & Forecasting,Finance & Accounting,15,124140,2023-03-08,Paid
B03430,C0410,2023-04-09,Employee Relations,Human Resources,17,111486,2023-04-30,Pending
B03431,C0410,2023-05-12,Risk & Compliance,Compliance & Quality,10,69340,2023-05-26,Paid
B03432,C0410,2023-06-26,Negotiation Skills,Communication Skills,21,100527,2023-07-01,Paid
B03433,C0410,2023-07-25,Change Management,Leadership & Management,18,164988,2023-08-08,Paid
B03434,C0410,2023-08-26,Strategic Leadership,Leadership & Management,14,83384,2023-09-24,Overdue
B03435,C0410,2023-09-19,Agile & Scrum Fundamentals,Project Management,12,148536,2023-09-30,Paid
B03436,C0410,2023-10-12,Prince2 Foundation,Project Management,17,200073,2023-11-05,Pending
B03437,C0410,2023-10-28,HR Management Essentials,Human Resources,16,105616,2023-11-19,Pending
B03438,C0410,2023-11-17,PMP Certification Prep,Project Management,15,109050,2023-11-28,Paid
B03439,C0410,2023-12-31,AI for Business Leaders,AI & Technology,13,119093,2024-01-18,Paid
B03440,C0410,2024-02-13,Strategic Marketing,Sales & Marketing,10,66390,2024-02-24,Paid
B03441,C0410,2024-03-03,Digital Transformation,AI & Technology,13,111085,2024-03-06,Paid
B03442,C0411,2022-04-30,Business Writing,Administration,6,30378,2022-05-17,Paid
B03443,C0411,2022-05-31,AI for Business Leaders,AI & Technology,5,61530,2022-06-01,Paid
B03444,C0411,2022-06-24,Leadership Team Offsite,Team Building,10,65920,2022-07-01,Paid
B03445,C0411,2022-07-29,Digital Marketing,Sales & Marketing,13,89882,2022-08-23,Pending
B03446,C0411,2022-08-27,Change Management,Leadership & Management,13,111319,2022-09-15,Paid
B03447,C0411,2022-09-24,Risk Management,Project Management,13,141063,2022-10-09,Paid
B03448,C0411,2022-10-29,HR Management Essentials,Human Resources,13,78780,2022-11-08,Paid
B03449,C0411,2022-12-03,Budgeting & Forecasting,Finance & Accounting,5,36430,2022-12-19,Paid
B03450,C0411,2022-12-23,Project Planning & Execution,Project Management,7,97419,2023-01-16,Overdue
B03451,C0411,2023-02-02,Prince2 Foundation,Project Management,5,42210,2023-02-07,Paid
B03452,C0411,2023-03-10,Data Literacy for Leaders,AI & Technology,8,92304,2023-03-19,Paid
B03453,C0411,2023-04-25,Generative AI Essentials,AI & Technology,7,81354,2023-05-24,Pending
B03454,C0411,2023-05-23,Project Planning & Execution,Project Management,15,118230,2023-05-24,Paid
B03455,C0411,2023-06-28,HR Analytics,Human Resources,6,42816,2023-07-06,Paid
B03456,C0411,2023-08-08,Strategic Marketing,Sales & Marketing,9,69138,2023-08-14,Paid
B03457,C0411,2023-09-09,Team Building Workshop,Team Building,7,54502,2023-10-02,Pending
B03458,C0411,2023-10-19,Change Management,Leadership & Management,11,93005,2023-11-06,Paid
B03459,C0411,2023-11-21,Time Management,Personal Development,8,46968,2023-11-21,Paid
B03460,C0411,2023-12-14,Office Management,Administration,7,42483,2024-01-06,Pending
B03461,C0411,2024-01-23,Project Planning & Execution,Project Management,5,65970,2024-01-29,Paid
B03462,C0412,2021-03-05,Risk Management,Project Management,8,119856,2021-03-09,Paid
B03463,C0412,2021-05-28,Project Planning & Execution,Project Management,12,123204,2021-06-08,Paid
B03464,C0413,2024-02-04,Advanced Excel,Administration,21,65478,2024-03-03,Pending
B03465,C0413,2024-06-09,Key Account Management,Sales & Marketing,17,96968,2024-06-19,Paid
B03466,C0413,2024-10-19,Executive Leadership,Leadership & Management,28,215992,2024-10-31,Paid
B03467,C0413,2025-02-03,Talent Acquisition,Human Resources,15,112110,2025-03-01,Pending
B03468,C0413,2025-05-25,Presentation Skills,Communication Skills,34,128452,2025-06-23,Overdue
B03469,C0414,2022-06-29,Problem Solving,Personal Development,7,38150,2022-07-01,Paid
B03470,C0414,2022-09-03,Customer Service Excellence,Customer Service,15,74040,2022-09-26,Pending
B03471,C0414,2022-11-24,Digital Marketing,Sales & Marketing,9,58932,2022-12-21,Pending
B03472,C0414,2023-02-04,Prince2 Foundation,Project Management,14,168210,2023-03-06,Pending
B03473,C0414,2023-04-02,Agile & Scrum Fundamentals,Project Management,5,50795,2023-04-09,Paid
B03474,C0414,2023-06-14,Virtual Team Building,Team Building,13,81354,2023-06-22,Paid
B03475,C0414,2023-08-24,Change Management,Leadership & Management,14,121030,2023-09-05,Paid
B03476,C0414,2023-10-24,Prince2 Foundation,Project Management,7,88536,2023-10-26,Paid
B03477,C0414,2023-12-21,Risk & Compliance,Compliance & Quality,8,63760,2024-01-03,Paid
B03478,C0414,2024-03-08,Strategic Marketing,Sales & Marketing,5,35260,2024-03-09,Paid
B03479,C0414,2024-05-03,Negotiation Skills,Communication Skills,11,54054,2024-05-31,Overdue
B03480,C0414,2024-07-17,Customer Service Excellence,Customer Service,11,45683,2024-08-16,Pending
B03481,C0414,2024-09-09,Conflict Resolution,Communication Skills,8,50944,2024-09-21,Paid
B03482,C0415,2024-07-26,Prompt Engineering for Professionals,AI & Technology,24,262728,2024-08-19,Overdue
B03483,C0415,2024-09-10,Budgeting & Forecasting,Finance & Accounting,35,202160,2024-09-24,Paid
B03484,C0415,2024-11-04,Complaint Handling,Customer Service,27,87291,2024-11-25,Overdue
B03485,C0415,2024-12-16,Time Management,Personal Development,21,105966,2024-12-23,Paid
B03486,C0415,2025-01-26,Digital Transformation,AI & Technology,28,221704,2025-01-26,Paid
B03487,C0415,2025-03-08,Budgeting & Forecasting,Finance & Accounting,35,285180,2025-03-13,Paid
B03488,C0415,2025-04-08,Sales Fundamentals,Sales & Marketing,21,98700,2025-05-05,Pending
B03489,C0415,2025-05-17,Conflict Resolution,Communication Skills,19,85215,2025-06-14,Pending
B03490,C0416,2023-03-21,Virtual Team Building,Team Building,10,66750,2023-04-10,Paid
B03491,C0416,2023-05-11,Data Literacy for Leaders,AI & Technology,10,73800,2023-06-01,Pending
B03492,C0416,2023-06-29,PMP Certification Prep,Project Management,15,155745,2023-07-26,Pending
B03493,C0416,2023-09-05,Generative AI Essentials,AI & Technology,12,115932,2023-10-05,Pending
B03494,C0416,2023-10-31,Virtual Team Building,Team Building,14,92932,2023-11-13,Paid
B03495,C0416,2024-01-03,Risk Management,Project Management,15,127065,2024-01-26,Overdue
B03496,C0416,2024-02-19,Internal Control Systems,Compliance & Quality,6,71526,2024-03-08,Paid
B03497,C0417,2022-06-08,Negotiation Skills,Communication Skills,16,67904,2022-06-25,Paid
B03498,C0417,2022-07-12,Compensation & Benefits,Human Resources,22,130988,2022-07-20,Paid
B03499,C0417,2022-08-14,Talent Acquisition,Human Resources,16,126656,2022-09-05,Pending
B03500,C0417,2022-09-27,Change Management,Leadership & Management,17,144432,2022-10-24,Overdue
B03501,C0417,2022-11-03,Email Writing Mastery,Communication Skills,15,64140,2022-11-26,Overdue
B03502,C0417,2022-12-25,Negotiation Skills,Communication Skills,29,164836,2023-01-17,Overdue
B03503,C0417,2023-01-28,Business Writing,Administration,33,175725,2023-02-05,Paid
B03504,C0417,2023-03-24,Strategic Marketing,Sales & Marketing,25,175525,2023-04-07,Paid
B03505,C0417,2023-04-24,Email Writing Mastery,Communication Skills,33,179949,2023-05-22,Overdue
B03506,C0417,2023-06-13,Team Building Workshop,Team Building,35,159845,2023-07-13,Pending
B03507,C0417,2023-08-09,Negotiation Skills,Communication Skills,22,98868,2023-08-20,Paid
B03508,C0417,2023-10-05,Digital Transformation,AI & Technology,30,222300,2023-10-17,Paid
B03509,C0417,2023-11-10,Conflict Resolution,Communication Skills,34,193086,2023-11-26,Paid
B03510,C0417,2024-01-06,Conflict Resolution,Communication Skills,17,76058,2024-01-12,Paid
B03511,C0417,2024-02-16,Finance for Non-Finance,Finance & Accounting,19,115406,2024-02-21,Paid
B03512,C0417,2024-04-13,Business Communication,Communication Skills,24,102288,2024-04-13,Paid
B03513,C0417,2024-05-15,Generative AI Essentials,AI & Technology,15,142680,2024-05-25,Paid
B03514,C0417,2024-07-09,Emotional Intelligence,Personal Development,24,103632,2024-07-11,Paid
B03515,C0418,2025-09-28,ISO 9001 Quality Management,Compliance & Quality,10,99580,2025-10-10,Paid
B03516,C0418,2025-11-06,Email Writing Mastery,Communication Skills,9,62622,2025-11-20,Paid
B03517,C0418,2025-11-30,HR Management Essentials,Human Resources,6,56970,2025-12-29,Pending
B03518,C0419,2021-02-21,Compensation & Benefits,Human Resources,7,64274,2021-03-15,Pending
B03519,C0419,2021-05-14,Finance for Non-Finance,Finance & Accounting,4,38608,2021-05-17,Paid
B03520,C0419,2021-07-31,Internal Control Systems,Compliance & Quality,6,44586,2021-08-21,Overdue
B03521,C0420,2022-02-10,Agile & Scrum Fundamentals,Project Management,9,129267,2022-02-20,Paid
B03522,C0420,2022-05-09,Budgeting & Forecasting,Finance & Accounting,8,55656,2022-05-23,Paid
B03523,C0420,2022-07-13,Digital Transformation,AI & Technology,11,77616,2022-08-03,Overdue
B03524,C0420,2022-10-11,Employee Relations,Human Resources,6,59616,2022-11-09,Pending
B03525,C0420,2022-12-23,Strategic Leadership,Leadership & Management,13,88387,2023-01-07,Paid
B03526,C0420,2023-03-19,AI for Business Leaders,AI & Technology,10,66870,2023-03-23,Paid
B03527,C0421,2025-09-21,Data Literacy for Leaders,AI & Technology,12,74004,2025-10-20,Overdue
B03528,C0422,2023-10-10,Complaint Handling,Customer Service,24,82872,2023-10-18,Paid
B03529,C0422,2023-12-15,Office Management,Administration,25,78600,2023-12-18,Paid
B03530,C0422,2024-03-05,Strategic Marketing,Sales & Marketing,16,103792,2024-04-04,Pending
B03531,C0422,2024-05-20,Problem Solving,Personal Development,10,49570,2024-06-05,Paid
B03532,C0422,2024-07-22,Customer Service Excellence,Customer Service,20,61260,2024-07-29,Paid
B03533,C0422,2024-10-08,Service Quality Management,Customer Service,24,99024,2024-10-12,Paid
B03534,C0422,2024-12-30,Digital Transformation,AI & Technology,23,191176,2025-01-20,Overdue
B03535,C0422,2025-02-28,Customer Service Excellence,Customer Service,16,51648,2025-03-14,Paid
B03536,C0423,2022-11-24,Critical Thinking,Personal Development,7,25368,2022-12-20,Overdue
B03537,C0423,2023-01-10,Generative AI Essentials,AI & Technology,3,20103,2023-02-08,Overdue
B03538,C0423,2023-01-29,Internal Audit,Finance & Accounting,10,58420,2023-01-30,Paid
B03539,C0423,2023-03-08,Strategic Leadership,Leadership & Management,4,43852,2023-04-04,Pending
B03540,C0423,2023-04-21,Team Building Workshop,Team Building,4,17076,2023-04-30,Paid
B03541,C0423,2023-05-10,HR Management Essentials,Human Resources,7,55272,2023-05-31,Pending
B03542,C0423,2023-06-26,Agile & Scrum Fundamentals,Project Management,8,65728,2023-07-15,Paid
B03543,C0423,2023-08-07,Budgeting & Forecasting,Finance & Accounting,5,37555,2023-08-31,Pending
B03544,C0424,2023-11-03,Emotional Intelligence,Personal Development,10,37710,2023-11-25,Pending
B03545,C0424,2024-01-22,AI for Business Leaders,AI & Technology,11,74239,2024-02-20,Pending
B03546,C0424,2024-03-22,Time Management,Personal Development,15,47970,2024-04-09,Paid
B03547,C0424,2024-06-03,Team Building Workshop,Team Building,15,95685,2024-06-18,Paid
B03548,C0424,2024-08-05,ISO 9001 Quality Management,Compliance & Quality,8,78536,2024-08-09,Paid
B03549,C0424,2024-10-31,Team Building Workshop,Team Building,10,67640,2024-11-19,Paid
B03550,C0424,2024-12-29,Presentation Skills,Communication Skills,15,80280,2025-01-04,Paid
B03551,C0424,2025-03-03,Compensation & Benefits,Human Resources,7,46844,2025-03-07,Paid
B03552,C0424,2025-05-03,Critical Thinking,Personal Development,12,40068,2025-05-25,Pending
B03553,C0424,2025-07-06,AI for Business Leaders,AI & Technology,14,136612,2025-07-11,Paid
B03554,C0425,2024-08-28,Employee Relations,Human Resources,7,48461,2024-09-01,Paid
B03555,C0425,2024-10-18,Employee Relations,Human Resources,8,61984,2024-10-20,Paid
B03556,C0425,2024-11-26,Key Account Management,Sales & Marketing,7,62867,2024-11-27,Paid
B03557,C0425,2025-01-11,Digital Marketing,Sales & Marketing,8,43000,2025-02-09,Pending
B03558,C0425,2025-02-26,Data Literacy for Leaders,AI & Technology,9,61857,2025-03-14,Paid
B03559,C0425,2025-04-17,HR Management Essentials,Human Resources,8,67888,2025-05-02,Paid
B03560,C0425,2025-06-08,ISO 9001 Quality Management,Compliance & Quality,3,33426,2025-07-03,Pending
B03561,C0425,2025-07-27,Talent Acquisition,Human Resources,8,49264,2025-07-30,Paid
B03562,C0426,2021-05-26,Internal Control Systems,Compliance & Quality,32,239904,2021-06-23,Pending
B03563,C0426,2021-07-25,Advanced Excel,Administration,17,79747,2021-08-15,Overdue
B03564,C0426,2021-10-01,Advanced Excel,Administration,23,111159,2021-10-28,Overdue
B03565,C0426,2021-11-29,Innovation Workshop,Team Building,27,136755,2021-12-05,Paid
